Cf	cod_amm	des_amm	Comune	nome_resp	cogn_resp	Cap	Provincia	Regione	sito_istituzionale	Indirizzo	titolo_resp	tipologia_istat	tipologia_amm	acronimo	cf_validato	mail1	tipo_mail1	mail2	tipo_mail2	mail3	tipo_mail3	mail4	tipo_mail4	mail5	tipo_mail5	url_facebook	url_twitter	url_youtube	url_linkedin	liv_accessibili	alert	nb
80003330646	c_i034	Comune di San Michele di Serino	San Michele di Serino	Anna	Cella	83020	AV	Campania	www.comune.sanmichelediserino.av.it	Via Roma 64	Segretario Comunale Capo	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.sanmichelediserino@asmepec.it	pec	null	null	null	null	null	null	null	null				null	0		1
82001910874	c_i035	Comune di San Cono	San Cono	Brigida	Rindone	95040	CT	Sicilia	comune.sancono.ct.it	Piazza Gramsci N.13	Resp.area Amministrativa	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	amministrativo@pec.comunedisancono.it	pec	ragioneria@pec.comunedisancono.it	pec	tecnico@pec.comunedisancono.it	pec	null	null	null	null				null	0		1
00460690043	c_i037	Comune di San Michele Mondovi'	San Michele Mondovi'	Domenico	Michelotti	12080	CN	Piemonte	www.comunesanmichelemondovi.it	Via Roma N.01	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	info@pec.comunesanmichelemondovi.it	pec	null	null	null	null	null	null	null	null				null	0	1	1
00325190270	c_i040	Comune di San Michele Al Tagliamento	San Michele al Tagliamento	Pasqualino	Codognotto	30028	VE	Veneto	www.comunesanmichele.it	Piazza della Liberta', 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanmichelealtagliamento.ve@pecveneto.it	pec	info@comunesanmichele.it	altro	null	null	null	null	null	null	https://www.facebook.com/sanmichelealtagliamento	https://twitter.com/Comune_SMT	http://www.youtube.com/channel/UC6prgAC9Bt8G4ZckULj1jFQ	null	0		
00141660225	c_i042	Comune di San Michele all'Adige	San Michele all'Adige	CLELIA	SANDRI	38010	TN	Trentino Alto Adige	www.comune.sanmichelealladige.tn.it	Via Biasi, 1A	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	certificata@pec.comune.sanmichelealladige.tn.it	pec	info@comune.sanmichelealladige.tn.it	altro	null	null	null	null	null	null				null	0		1
81002890747	c_i045	Comune di San Michele Salentino	San Michele Salentino	MARILENA	CAVALLO	72018	BR	Puglia	www.comune.sanmichelesal.br.it/	Via Pascoli N. 1	Segretario Generale	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	segreteria.comune.sanmichelesal.br@pec.rupar.puglia.it	pec	finanze@comune.sanmichelesal.br.it	altro	null	null	null	null	null	null				null	0		
82000250504	c_i046	Comune di San Miniato	San Miniato	Vittorio	Gabbanini	56028	PI	Toscana	www.comune.san-miniato.pi.it	Via Vittime Del Duomo, 8	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanminiato.pi@postacert.toscana.it	pec	urp@comune.san-miniato.pi.it	altro	null	null	null	null	null	null	https://www.facebook.com/pages/Comune-di-San-Miniato/1548709942053700	https://twitter.com/ComuneSMiniato	https://www.youtube.com/channel/UCXoiMx5pddmw16aR9FVVwag	null	0		
00409830189	c_i048	Comune di Sannazzaro De' Burgondi	Sannazzaro de' Burgondi	Marinella	Fassi	27039	PV	Lombardia	www.comune.sannazzarodeburgondi.pv.it	Via Cavour, 18	Responsabile Struttura 4	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.comunesannazzarodeburgondi@pec.it	pec	null	null	null	null	null	null	null	null	https://it-it.facebook.com/ilburgundo/		https://www.youtube.com/channel/UCvKkELCE3byPbkyOs9fIGZQ/featured	null	0		1
80001310624	c_i049	Comune di San Nazzaro	San Nazzaro	Giovanni Tommaso	Manganiello	82018	BN	Campania	www.comune.sannazzaro.bn.it	Via Salita Chiesa	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.sannazzaro.bn.it	pec	null	null	null	null	null	null	null	null				null	0		
00709680136	c_i051	Comune di San Nazzaro Val Cavargna	San Nazzaro Val Cavargna	Tiziana Rita 	Guidi	22010	CO	Lombardia	www.comune.sannazzarovalcavargna.co.it	Via Don Luigi Gabbani 168 C	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.snazzarovc@pec.regione.lombardia.it	pec	segreteria@comune.sannazzarovalcavargna.co.it	altro	null	null	null	null	null	null				null	0		1
00364600031	c_i052	Comune di San Nazzaro Sesia	San Nazzaro Sesia	Stefano	Zanzola	28060	NO	Piemonte	www.comune.sannazzarosesia.no.it	Piazza Vittorio Veneto, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	san.nazzaro.sesia@cert.ruparpiemonte.it	pec	san.nazzaro.sesia@ruparpiemonte.it	altro	null	null	null	null	null	null				null	0		1
00827390725	c_i053	Comune di Sannicandro di Bari	Sannicandro di Bari	Giuseppe	Giannone	70028	BA	Puglia	www.comune.sannicandro.bari.it	Via Guglielmo Marconi n.2	Sindaco Pro-Tempore	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	llpp.comunesannicandrodibari@pec.rupar.puglia.it	pec	sindaco.comunesannicandrodibari@pec.rupar.puglia.it	pec	aagg.comunesannicandrodibari@pec.rupar.puglia.it	pec	null	null	null	null					0		1
84001770712	c_i054	Comune di San Nicandro Garganico	San Nicandro Garganico	Costantino	Ciavarella	71015	FG	Puglia	www.comune.sannicandrogarganico.fg.it	Corso Garibaldi, 54	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.sannicandrog@cittaconnessa.it	pec	affarigenerali@comune.sannicandrogarganico.fg.it	altro	aagg.sannicandrog@cittaconnessa.it	pec	null	null	null	null					0		
00294190616	c_i056	Comune di San Nicola La Strada	San Nicola la Strada	VITO	MAROTTA	81020	CE	Campania	www.comune.sannicolalastrada.ce.it	Piazza Municipio, 1	SINDACO	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.sannicolalastrada.ce.it	pec	null	null	null	null	null	null	null	null				null	0		
81004310793	c_i057	COMUNE DI SAN NICOLA DELL'ALTO	San Nicola dell'Alto	Francesco	Scarpelli	88817	KR	Calabria	www.comune.sannicoladellalto.kr.it	Via Skanderberg	Sindaci	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sannicoladellalto@asmepec.it	pec	sannicolaalto@tiscali.it	altro	null	null	null	null	null	null				null	0		1
00323900795	c_i058	Comune di San Nicola Da Crissa	San Nicola da Crissa	CONDELLO	GIUSEPPE	89821	VV	Calabria	www.comune.sannicoladacrissa.vv.it	Via Fiorentino	SINDACO	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.sannicoladacrissa@asmepec.it	pec	sannicoladacrissa@gmail.com	altro	null	null	null	null	null	null				null	0		1
82000550754	c_i059	Comune di Sannicola	Sannicola	Cosimo	Piccione	73017	LE	Puglia	www.comune.sannicola.le.it	Piazza Della Repubblica	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.sannicola.le@pec.rupar.puglia.it	pec	affari.generali.sannicola.le@pec.rupar.puglia.it	pec	ufficio.elettorale.sannicola.le@pec.rupar.puglia.it	pec	servizi.demografici.sannicola.le@pec.rupar.puglia.it	pec	ufficio.tecnico.sannicola.le@pec.rupar.puglia.it	pec	https://www.facebook.com/comune.sannicola			null	0		
00345230783	c_i060	Comune di San Nicola Arcella	San Nicola Arcella	Barbara	Mele	87020	CS	Calabria	www.comune.sannicolaarcella.cs.it	Via Nazionale, 5	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.sannicolaarcella@asmepec.it	pec	areatecnica@comune.sannicolaarcella.cs.it	altro	null	null	null	null	null	null				null	0		1
81002530640	c_i061	Comune di San Nicola Baronia	San Nicola Baronia	Francesco	Colella	83050	AV	Campania	www.comune.san-nicola-baronia.av.it	Via Vittorio Veneto N. 21	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	ragsannicolabaronia@pec.it	pec	info@comune.san-nicola-baronia.av.it	altro	utcsannicolabaronia@pec.it	pec	uscsannicolabaronia@pec.it	pec	anagrafe@comune.san-nicola-baronia.av.it	altro				null	0		1
80000730624	c_i062	Comune di San Nicola Manfredi	San Nicola Manfredi	Fernando	Errico	82010	BN	Campania	www.sannicolamanfredi.gov.it	Via Roma, 44	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.sannicolamanfredi@pec.it	pec	ragioneria.sannicolamanfredi@pec.it	pec	anagrafe.sannicolamanfredi@pec.it	pec	null	null	null	null	https://www.facebook.com/comune.san.nicola.manfredi/		https://www.youtube.com/channel/UCy4N-ZbdEJ08jJ9t2oO_qhQ	null	1		1
00197180250	c_i063	Comune di San Nicolo' di Comelico	San Nicolo' di Comelico	Giancarlo	Ianese	32040	BL	Veneto	www.sannicolo.bl.it	Via Capoluogo, 7	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sannicolo.bl@pecveneto.it	pec	anagrafe.sannicolo@cmcs.it	altro	null	null	null	null	null	null				null	0		1
82007130212	c_i065	Comune di San Pancrazio	San Pancrazio	Thomas	Holzner	39010	BZ	Trentino Alto Adige	www.comune.sanpancrazio.bz.it	Doerfl,64	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	stpankraz.spancrazio@legalmail.it	pec	info@comune.sanpancrazio.bz.it	altro	null	null	null	null	null	null				null	0		1
00198010746	c_i066	Comune di San Pancrazio Salentino	San Pancrazio Salentino	DOMENICO	MUNI	72026	BR	Puglia	www.sanpancraziosalentino.gov.it	Piazza Umberto I, 5	FUNZIONARIO RESPONSABILE	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.comunesanpancraziosalentino@pec.rupar.puglia.it	pec	info.ragioneria@sanpancraziosalentino.gov.it	altro	null	null	null	null	null	null					0		1
84002090714	c_i072	Comune di San Paolo di Civitate	San Paolo di Civitate	Generoso	Perna	71010	FG	Puglia	www.comune.sanpaolodicivitate.fg.it	Piazza Padre Pio Nr. 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.sanpaolodicivitate.fg.it	pec	null	null	null	null	null	null	null	null				null	0		
84004570630	c_i073	Comune di San Paolo Bel Sito	San Paolo Bel Sito	Manolo	Cafarelli	80030	NA	Campania	www.comune.sanpaolobelsito.na.it	Via Tommaso Vitale 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.sanpaolobelsito@pec.it	pec	salvatore.scala@inwind.it	altro	null	null	null	null	null	null				null	0		
80003910058	c_i076	Comune di San Paolo Solbrito	San Paolo Solbrito	LUCA	PANETTA	14010	AT	Piemonte	www.comune.sanpaolosolbrito.at.it	Piazza Lino Rissone, 1	Sindaco Pro Tempore	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	sanpaolosolbrito@postemailcertificata.it	pec	comune@comune.sanpaolosolbrito.at.it	altro	ufficioragioneriatributi@comune.sanpaolosolbrito.at.it	altro	ufficiotecnico@comune.sanpaolosolbrito.at.it	altro	null	null				null	0		1
00306690165	c_i079	Comune di San Pellegrino Terme	San Pellegrino Terme	Vittorio	Milesi	24016	BG	Lombardia	www.sanpellegrinoterme.gov.it	Viale Papa Giovanni XXIII, 20	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanpellegrinoterme@pec.regione.lombardia.it	pec	info@sanpellegrinoterme.gov.it	altro	null	null	null	null	null	null				null	0		1
00123390312	c_i082	Comune di San Pier d'Isonzo	San Pier d'Isonzo	Riccardo	Zandomeni	34070	GO	Friuli Venezia Giulia	www.comune.sanpierdisonzo.go.it	Via Roma, 39	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanpierdisonzo@certgov.fvg.it	pec	null	null	null	null	null	null	null	null	https://it-it.facebook.com/comunesanpierdisonzo/			null	0		1
82001020831	c_i084	Comune di San Pier Niceto	San Pier Niceto	Luigi Pietro	Calderone	98045	ME	Sicilia	www.comune.sanpierniceto.me.it	Via Diaz, 20	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comunesanpierniceto@pec.comune.sanpierniceto.me.it	pec	sociali.demografici@pec.comune.sanpierniceto.me.it	pec	utc@pec.comune.sanpierniceto.me.it	pec	ragioneria@pec.comune.sanpierniceto.me.it	pec	affari.generali@pec.comune.sanpierniceto.me.it	pec				null	0		1
86000390830	c_i086	Comune di San Piero Patti	San Piero Patti	Salvatore Vittorio	Fiore	98068	ME	Sicilia	www.comune.sanpieropatti.me.it	Piazza De Gasperi	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.sanpieropatti.me.it	pec	sindaco@pec.comune.sanpieropatti.me.it	pec	statocivile@pec.comune.sanpieropatti.me.it	pec	protocollo@comune.sanpieropatti.me.it	altro	null	null	https://www.facebook.com/pg/comunedisanpieropatti/			null	0		
83002170252	c_I088	Comune di San Pietro di Cadore	San Pietro di Cadore	ELISABETTA	CASANOVA BORCA	32040	BL	Veneto	www.sanpietrodicadore.info	Piazza Roma,2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanpietrodicadore@pec.it	pec	null	null	null	null	null	null	null	null				null	0		1
00533680658	c_i089	Comune di San Pietro Al Tanagro	San Pietro al Tanagro	Domenico	Quaranta	84030	SA	Campania	www.comune.sanpietroaltanagro.sa.it	P.zza E. Quaranta 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	postacert@pec.comune.sanpietroaltanagro.sa.it	pec	info@comune.sanpietroaltanagro.sa.it	altro	null	null	null	null	null	null				null	0		
85002770015	c_i090	Comune di San Pietro Val Lemina	San Pietro Val Lemina	Anna	Balangero	10060	TO	Piemonte	www.comune.sanpietrovallemina.to.it	Piazza Resistenza, 11	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	demografico.sanpietro@pec.it	pec	null	null	null	null	null	null	sanpietrodemografico@libero.it	altro				null	0	1	1
00495910309	c_i092	Comune di San Pietro Al Natisone	San Pietro al Natisone	Mariano	Zufferli	33049	UD	Friuli Venezia Giulia	www.comune.sanpietroalnatisone.ud.it	Via Alpe Adria, 56	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanpietroalnatisone@certgov.fvg.it	pec	amministrativo@comune.sanpietroalnatisone.ud.it	altro	null	null	null	null	null	null				null	0		1
00296600794	c_i093	Comune di San Pietro a Maida	San Pietro a Maida	Domenico	Giampa'	88025	CZ	Calabria	www.comune.sanpietroamaida.cz.it	Viale I Maggio	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.sanpietroamaida@asmepec.it	pec	null	null	null	null	null	null	null	null					0		1
00296580798	c_i095	Comune di San Pietro Apostolo	San Pietro Apostolo	Raffaele	De Santis	88040	CZ	Calabria	www.comune.sanpietroapostolo.cz.it	Via Giuseppe Garibaldi, 124	Sindaco Pro Tempore	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	sindacocomunesanpietroapostolo@asmepec.it	pec	assessoresanpietroapostolo@asmepec.it	pec	comunesanpietroapostolo@asmepec.it	pec	vicesindacosanpietroapostolo@asmepec.it	pec	capogrupposanpietroapostolo@asmepec.it	pec	https://www.facebook.com/groups/231116050337190/			null	0		1
80002690941	c_i096	Comune di San Pietro Avellana	San Pietro Avellana	Ferdinando	Di Martino	86088	IS	Molise	www.comune.sanpietroavellana.is.it	Via Roma N. 2	Rsponsabile Servizi Generali	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comunedisanpietroavellana@pec-leonet.it	pec	sanpietroavellana@tin.it	altro	null	null	null	null	null	null				null	0		
80008250872	c_i098	Comune di San Pietro Clarenza	San Pietro Clarenza	DOMENICO	PERCOLLA	95030	CT	Sicilia	www.comune.sanpietroclarenza.ct.it	Via Rimembranze	COMMISSARIO	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	giuseppa.balsamo@comunesanpietroclarenza.telecompost.it	pec	null	null	null	null	null	null	null	null					0		
82001330800	c_i102	Comune di San Pietro di Carida'	San Pietro di Carida'	Sergio	Rosano	89020	RC	Calabria	sanpietrodicarida.asmenet.it	Largo dei Nobili, snc	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comunesanpietrodicarida@asmepec.it	pec	null	null	null	null	null	null	null	null					0		1
00545580268	c_i103	Comune di San Pietro di Feletto	San Pietro di Feletto	Maria Assunta	Rizzo	31020	TV	Veneto	www.comune.sanpietrodifeletto.tv.it	Via Marconi, 3	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	COMUNE DI SAN PIETRO DI FELETTO	S	segreteria.comune.sanpietrodifeletto.tv@pecveneto.it	pec	tecnico.comune.sanpietrodifeletto.tv@pecveneto.it	pec	sociale.comune.sanpietrodifeletto.tv@pecveneto.it	pec	protocollo@comune.sanpietrodifeletto.tv.it	altro	null	null					0		
82002650230	c_i105	Comune di San Pietro di Morubio	San Pietro di Morubio	Corrado	Vincenzi	37050	VR	Veneto	www.comune.sanpietrodimorubio.vr.it	Via Motta, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	ragioneria.sanpietromorubio@legalmail.it	pec	null	null	null	null	null	null	null	null				null	0		1
81000550285	c_i107	Comune di San Pietro In Gu	San Pietro in Gu	CLAUDIO	DONA'	35010	PD	Veneto	www.comune.sanpietroingu.pd.it	Piazza Prandina, 37	RESPONSABILE PP.OO.	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.sanpietroingu.pd.it	pec	protocollo@comune.sanpietroingu.pd.it	altro	null	null	null	null	null	null				null	0		
86000590785	c_i108	Comune di San Pietro in Amantea	San Pietro in Amantea	Gioacchino	Lorelli	87030	CS	Calabria	www.comune.sanpietroinamantea.cs.it	Piazza IV Novembre N. 15	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	sindaco.sanpietroinamantea@asmepec.it	pec	sindaco@comune.sanpietroinamantea.cs.it	altro	null	null	null	null	null	null				null	0		1
00261520233	c_i109	Comune di San Pietro In Cariano	San Pietro in Cariano	Giorgio	Accordini	37029	VR	Veneto	www.comune.sanpietroincariano.vr.it	Via Chopin, 3	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	sanpietroincariano.vr@cert.ip-veneto.net	pec	protocollo@comune.sanpietroincariano.vr.it	altro	null	null	null	null	null	null	https://www.facebook.com/pages/Comune-di-San-Pietro-in-Cariano/668555793155967			null	0		
80062730371	c_i110	Comune di San Pietro In Casale	San Pietro in Casale	Claudio	Pezzoli	40018	BO	Emilia Romagna	www.comune.san-pietro-in-casale.bo.it	Via G. Matteotti, 154	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanpietroincasale@pec.renogalliera.it	pec	null	null	null	null	null	null	null	null					0		1
80008930614	C_i113	Comune di San Pietro Infine	San Pietro Infine	Mariano	Fuoco	81049	CE	Campania	www.comune.sanpietroinfine.ce.it	Piazza Risorgimento	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	prot.sanpietroinfine@asmepec.it	pec	comunesanpietroinfine@virgilio.it	altro	null	null	null	null	null	null				null	0		1
80004710788	c_i114	Comune di San Pietro in Guarano	San Pietro in Guarano	Francesco	Cozza	87047	CS	Calabria	www.comune.sanpietroinguarano.cs.it	Via Largo Municipio,1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comunesanpietroinguarano@pec.it	pec	affarigenerali@comune.sanpietroinguarano.cs.it	altro	null	null	null	null	null	null				null	0		
80008630750	c_i115	Comune di San Pietro In Lama	San Pietro in Lama	Raffaele	Quarta	73010	LE	Puglia	www.comune.sanpietroinlama.le.it	Via Milano	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comunesanpietroinlama@pec.rupar.puglia.it	pec	ufficio.segreteria@comune.sanpietroinlama.le.it	altro	null	null	null	null	null	null				null	0		
00415190032	c_i116	Comune di San Pietro Mosezzo	San Pietro Mosezzo	Tommaso	Difonzo	28060	NO	Piemonte	www.comune.sanpietromosezzo.no.it	Via Marinone, 13	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	segreteria.sanpietromosezzo@pcert.it	pec	ragioneria.sanpietromosezzo@pcert.it	pec	anagrafe.sanpietromosezzo@pcert.it	pec	tecnico.sanpietromosezzo@pcert.it	pec	vigili.sanpietromosezzo@pcert.it	pec				null	0		1
81001390244	c_i117	Comune di San Pietro Mussolino	San Pietro Mussolino	Gabriele	Tasso	36070	VI	Veneto	www.comune.sanpietromussolino.vi.it	Via Chiesa Nuova, 3	Rappresentante Legale	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanpietromussolino.vi@pecveneto.it	pec	ragioneria@comune.sanpietromussolino.vi.it	altro	null	null	null	null	null	null					0		
00492250923	c_i118	Comune di Villa San Pietro	Villa San Pietro	Matteo	Muntoni	09010	CA	Sardegna	www.comune.villasanpietro.ca.it	Piazza S. Pietro, 6	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@comunevillasanpietro.postecert.it	pec	ufficiotecnico@comunevillasanpietro.postecert.it	pec	segreteria@comunevillasanpietro.postecert.it	pec	servizidemografici@comunevillasanpietro.postecert.it	pec	serviziofinanziario@comunevillasanpietro.postecert.it	pec				null	0		
