cf,Regione,Provincia,des_amm,URLrobots,url,cod_amm,Comune,nome_resp,cogn_resp,Cap,sito_istituzionale,Indirizzo,titolo_resp,tipologia_istat,tipologia_amm,acronimo,cf_validato,mail1,tipo_mail1,mail2,tipo_mail2,mail3,tipo_mail3,mail4,tipo_mail4,mail5,tipo_mail5,url_facebook,url_twitter,url_youtube,url_linkedin,liv_accessibili,HTTPreply,robots
80015110028,Piemonte,VC,Comune di Caresanablot,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80015110028.txt,www.comune.caresanablot.vc.it,c_b768,Caresanablot,Italo,Grosso,13030,www.comune.caresanablot.vc.it,Via Roma 38,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.caresanablot.vc.it,pec,comune_caresanablot@libero.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80015110721,Puglia,BA,Comune di Capurso,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80015110721.txt,www.comune.capurso.bari.it,c_b716,Capurso,Francesco,Crudele,70010,www.comune.capurso.bari.it,Largo S. Francesco,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comunecapurso@pec.rupar.puglia.it,pec,segreteria@comune.capurso.bari.it,altro,segretario@comune.capurso.bari.it,altro,null,null,null,null,,,,,0,200,x
80015470174,Lombardia,BS,Comune di Sale Marasino,,www.comune.sale-marasino.bs.it,c_h699,Sale Marasino,Marisa,Zanotti,25057,www.comune.sale-marasino.bs.it,"Via Mazzini, 75",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.sale-marasino.bs.it,pec,info@comune.sale-marasino.bs.it,altro,tech@comune.sale-marasino.bs.it,altro,null,null,null,null,,,,null,0,404,
80015530175,Lombardia,BS,Comune di Sulzano,,www.comune.sulzano.bs.it,c_l002,Sulzano,Paola,Pezzotti,25058,www.comune.sulzano.bs.it,Via Cesare Battisti 91,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.sulzano.bs.it,pec,info@comune.sulzano.bs.it,altro,null,null,null,null,null,null,,,,null,0,404,
80015530233,Veneto,VR,Comune di Trevenzuolo,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80015530233.txt,www.comune.trevenzuolo.vr.it,c_l396,Trevenzuolo,Osvaldo,Zoccatelli,37060,www.comune.trevenzuolo.vr.it,"Via Roma, 5",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,COMUNE DI TREVENZUOLO,S,protocollo@pec.comune.trevenzuolo.vr.it,pec,segreteria@comune.trevenzuolo.vr.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80015590179,Lombardia,BS,Comune di Zone,,www.comune.zone.bs.it,c_m188,Zone,Marco Antonio,Zatti,25050,www.comune.zone.bs.it,Via Monte Guglielmo 42,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.zone.bs.it,pec,info@comune.zone.bs.it,altro,tech@comune.zone.bs.it,altro,null,null,null,null,,,,null,0,404,
80015600135,Lombardia,CO,Comune di Cerano D'Intelvi,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80015600135.txt,www.comune.ceranodintelvi.co.it,C_C482,Cerano d'Intelvi,comune di cerano d'intelvi,GANDOLA,22020,www.comune.ceranodintelvi.co.it,"via roma, 39",SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.ceranodintelvi@pec.regione.lombardia.it,pec,comcerano@mclink.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80015680137,Lombardia,CO,Comune di Schignano,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80015680137.txt,www.comune.schignano.co.it,c_i529,Schignano,Ferruccio,Rigola,22020,www.comune.schignano.co.it,"Via Domenico Giobbi, 42",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.schignano@pec.provincia.como.it,pec,ragioneria@comune.schignano.co.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80015700497,Toscana,LI,Comune di Sassetta,,www.comunedisassetta.net,c_i454,Sassetta,ALESSANDRO,SCALZINI,57020,htpp://www.comunedisassetta.net/,Via Roma 15,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comunesassetta@postacert.toscana.it,pec,sindaco@comune.sassetta.li.it,altro,null,null,null,null,null,null,https://www.facebook.com/comunesassetta,,,null,0,404,
80015730171,Lombardia,BS,Comune di Marone,,www.comune.marone.bs.it,C_E967,Marone,ALESSIO,RINALDI,25054,www.comune.marone.bs.it,Via Roma 10,SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.marone.bs.it,pec,info@comune.marone.bs.it,altro,null,null,null,null,null,null,,,,null,0,404,
80015770235,Veneto,VR,Comune di Erbe',,www.comune.erbe.vr.it,c_d419,Erbe',Nicola,Martini,37060,www.comune.erbe.vr.it,"Via Vittorio Emanuele, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,erbe.vr@cert.ip-veneto.net,pec,info@comune.erbe.vr.it,altro,null,null,null,null,null,null,https://www.facebook.com/pages/Comune-di-Erb%C3%A8/192028947630823,,,null,0,404,
80015830922,Sardegna,CA,Comune di Gesico,,www.comune.gesico.ca.it,c_d994,Gesico,Antonella,Melis,09040,www.comune.gesico.ca.it,Via Vittorio Emanuele III N. 5,Responsabile amministrativo - contabile,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.gesico@pec.comunas.it,pec,info@comune.gesico.ca.it,altro,comunedigesico@tiscali.it,altro,ragioneria@comune.gesico.ca.it,altro,stefano.erriu-uff.tecnico@pec.comune.gesico.ca.it,pec,,,,null,0,404,
80015950928,Sardegna,CA,Comune di San Nicolo' Gerrei,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80015950928.txt,www.comune.sannicologerrei.ca.it,c_g383,San Nicolo' Gerrei,Stefano,Soro,09040,www.comune.sannicologerrei.ca.it,Piazza S. Naitza,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,sngerreiufficioprotocollo@pec.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
80015980032,Piemonte,NO,Comune di Recetto,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80015980032.txt,www.comune.recetto.no.it,c_h213,Recetto,Lido,Beltrame,28060,www.comune.recetto.no.it,"Via Camillo Cavour, 8",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,recetto@pcert.it,pec,comune@comune.recetto.no.it,altro,null,null,null,null,null,null,,,,null,3,200,x
80015980636,Campania,NA,Comune di Portici,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80015980636.txt,www.comune.portici.na.it,c_g902,Portici,Vincenzo,Cuomo,80055,www.comune.portici.na.it,"Via Campitelli, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comuneportici.it,pec,anagrafe@pec.comuneportici.it,pec,null,null,null,null,null,null,,,,,0,200,x
80016180822,Sicilia,PA,Comune di Santa Cristina Gela,,www.comunesantacristinagela.pa.it,c_i174,Santa Cristina Gela,Massimo,Diano,90030,www.comunesantacristinagela.pa.it,"Via Scanderberg, 8",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,santa_cristina_gela@pec.it,pec,protocollo@comunesantacristinagela.pa.it,altro,null,null,null,null,null,null,,,,null,0,404,
80016190177,Lombardia,BS,Comune di Paratico,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80016190177.txt,www.comune.paratico.bs.it,c_g327,Paratico,Gianbattista,Ministrini,25030,www.comune.paratico.bs.it,Via Dell'Assunta n. 2,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,segreteria@pec.comune.paratico.bs.it,pec,ragioneria@comune.paratico.bs.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80016300164,Lombardia,BG,Comune di Sorisole,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80016300164.txt,www.comune.sorisole.bg.it,c_i830,Sorisole,Stefano,Vivi,24010,www.comune.sorisole.bg.it,Via San Francesco D'Assisi 26,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.sorisole@legalmail.it,pec,segreteria@comune.sorisole.bg.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80016350169,Lombardia,BG,Comune di Curno,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80016350169.txt,www.comune.curno.bg.it,c_d221,Curno,Luisa,Gamba,24035,www.comune.curno.bg.it,Piazza Papa Giovanni XXIII 20,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comunecurno.certificata@halleycert.it,pec,info@comune.curno.bg.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80016350821,Sicilia,PA,Comune di Palermo,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80016350821.txt,www.comune.palermo.it,c_g273,Palermo,Leoluca,Orlando,90133,www.comune.palermo.it,"Piazza Pretoria, 1 - Palazzo Delle Aquile",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@cert.comune.palermo.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
80016380323,Friuli Venezia Giulia,TS,Comune di Monrupino Repentabor,,www.monrupino-repentabor.it,c_f378,Monrupino,Tanja,Kosmina,34016,www.monrupino-repentabor.it,"Localita' Col, 37",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.monrupino@certgov.fvg.it,pec,segreteria@com-monrupino.regione.fvg.it,altro,null,null,null,null,null,null,,,,null,0,404,
80016380828,Sicilia,PA,Comune di Camporeale,,www.comune.camporeale.pa.it,c_b556,Camporeale,LUIGI,CINO,90043,www.comune.camporeale.pa.it,Via Minghetti 85,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.comunedicamporeale.pa@pec.it,pec,null,null,null,null,null,null,null,null,,,,,0,404,
80016510309,Friuli Venezia Giulia,UD,Comune di Forgaria nel Friuli,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80016510309.txt,www.comune.forgarianelfriuli.ud.it,c_d700,Forgaria nel Friuli,Marco,Chiapolino,33030,www.comune.forgarianelfriuli.ud.it,"Piazza Tre Martiri, 4",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.forgarianelfriuli@certgov.fvg.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
80016590566,Lazio,VT,Comune di Onano,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80016590566.txt,www.comune.onano.vt.it,c_g065,Onano,Giovanni,Giuliani,01010,www.comune.onano.vt.it,Piazza Monaldeschi Della Cervara N.1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comuneonano@pec.it,pec,segreteria@comune.onano.vt.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80016750483,Toscana,FI,Comune di Campi Bisenzio,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80016750483.txt,www.comune.campi-bisenzio.fi.it,c_b507,Campi Bisenzio,Emiliano,Fossi,50013,www.comune.campi-bisenzio.fi.it,"Piazza Dante, 36",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.campi-bisenzio@postacert.toscana.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
80016750921,Sardegna,CA,Comune di San Basilio,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80016750921.txt,www.comune.sanbasilio.ca.it,c_h766,San Basilio,Albino,Porru,09040,www.comune.sanbasilio.ca.it,Via Croce Di Ferro N. 32,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,segreteria@pec.comune.sanbasilio.ca.it,pec,protocollo@pec.comune.sanbasilio.ca.it,pec,null,null,null,null,null,null,,,,null,0,200,x
80016760169,Lombardia,BG,Comune di Gaverina Terme,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80016760169.txt,www.comune.gaverina-terme.bg.it,c_d943,Gaverina Terme,Denis,Flaccadori,24060,www.comune.gaverina-terme.bg.it,"Via San Vittore, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.gaverina_terme@pec.regione.lombardia.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
80016780167,Lombardia,BG,Comune di Casazza,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80016780167.txt,www.comune.casazza.bg.it,c_b947,Casazza,Sergio,Zappella,24060,www.comune.casazza.bg.it,"Piazza della Pieve, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,uff.protocollo@pec.comune.casazza.bg.it,pec,info@comune.casazza.bg.it,altro,uff.tributi@pec.comune.casazza.bg.it,pec,uff.ragioneria@pec.comune.casazza.bg.it,pec,null,null,,,,null,0,200,x
80016870927,Sardegna,CA,Comune di Suelli,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80016870927.txt,www.comunesuelli.it,c_i995,Suelli,Massimiliano,Garau,09040,www.comunesuelli.it,Piazza Municipio 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.suelli@legalmail.it,pec,serviziotecnico.suelli@legalmail.it,pec,serviziofinanziario.suelli@legalmail.it,pec,servizidemografici.suelli@legalmail.it,pec,servizisociali.suelli@legalmail.it,pec,,,,null,0,200,x
80016960280,Veneto,PD,Comune di Villafranca Padovana,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80016960280.txt,www.comune.villafranca.pd.it,c_l947,Villafranca Padovana,Fausto,Dorio,35010,www.comune.villafranca.pd.it,"Piazza Marconi, 6",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,villafrancapadovana.pd@cert.ip-veneto.net,pec,null,null,null,null,null,null,null,null,,,,,0,200,x
80017070725,Puglia,BA,Comune di Modugno,,www.comune.modugno.ba.it,c_f262,Modugno,Nicola,Magrone,70026,www.comune.modugno.ba.it,"Piazza Del Popolo, 16",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comunemodugno@pec.rupar.puglia.it,pec,null,null,null,null,null,null,null,null,,,,null,0,404,
80017140288,Veneto,PD,Comune di Brugine,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80017140288.txt,www.comune.brugine.pd.it,c_b213,Brugine,Michele,Giraldo,35020,www.comune.brugine.pd.it,Via Roma N. 48,Legale Rappresentante,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,brugine.pd@legalmailpa.it,pec,ragioneria@comune.brugine.pd.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80017500820,Sicilia,PA,Comune di Cinisi,,www.comune.cinisi.pa.it,c_c708,Cinisi,Gianni,Palazzolo,90045,www.comune.cinisi.pa.it,"Piazza Vittorio Emanuele Orlando, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,cinisi@sicurezzapostale.it,pec,protocollo.informatico@comune.cinisi.pa.it,altro,anagrafe.cinisi@sicurezzapostale.it,pec,ced@comune.cinisi.pa.it,altro,poliziamunicipale.cinisi@sicurezzapostale.it,pec,,,,null,0,404,
80017540826,Sicilia,PA,Comune di Caccamo,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80017540826.txt,www.comune.caccamo.pa.it,c_b315,Caccamo,Andrea,Galbo,90012,www.comune.caccamo.pa.it,"Corso Umberto I, 78",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.comunecaccamo@postecert.it,pec,segreteria@comune.caccamo.pa.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80017670920,Sardegna,CA,Comune di Villaspeciosa,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80017670920.txt,www.comune.villaspeciosa.ca.it,c_m026,Villaspeciosa,Elio,Mameli,09010,www.comune.villaspeciosa.ca.it,"Piazza Croce Santa, 6",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.villaspeciosa@legalmail.it,pec,serviziodemografico.comunevillaspeciosa@legalmail.it,pec,finanziaria.comunevillaspeciosa@legalmail.it,pec,tributi.comunevillaspeciosa@legalmail.it,pec,serviziotecnico.comunevillaspeciosa@legalmail.it,pec,,,,null,0,200,x
80017750722,Puglia,BA,Comune di Cellamare,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80017750722.txt,www.comune.cellamare.ba.it,c_c436,Cellamare,Anna Antonia,Pinto,70010,www.comune.cellamare.ba.it,"Piazza Risorgimento, 33",segretario generale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,segretariogenerale.comune.cellamare.ba@pec.rupar.puglia.it,pec,aapinto@comune.cellamare.ba.it,altro,null,null,null,null,null,null,,,,null,1,200,x
80017830722,Puglia,BA,Comune di Adelfia,,www.comune.adelfia.gov.it,c_a055,Adelfia,Ernesto,Lozzi,70010,https://www.comune.adelfia.gov.it,"Corso Vittorio Veneto, 122",Segretario comunale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,segretariogenerale.adelfia@pec.rupar.puglia.it,pec,anagrafe.adelfia@pec.rupar.puglia.it,pec,affarigenerali.adelfia@pec.rupar.puglia.it,pec,elettorale.adelfia@pec.rupar.puglia.it,pec,municipale.adelfia@pec.rupar.puglia.it,pec,,,,null,0,301,
80017980634,Campania,NA,Comune di Ercolano,,www.comune.ercolano.na.it,c_h243,Ercolano,Ciro,Buonajuto,80056,www.comune.ercolano.na.it,"Corso Resina, 39",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.ercolano@legalmail.it,pec,segreteriagenerale@comune.ercolano.na.it,altro,statocivile.ercolano@legalmail.it,pec,null,null,null,null,,,https://www.youtube.com/channel/UCSyHQrph9On8S3FfoabeX5Q,null,0,404,
80018050171,Lombardia,BS,Comune di Azzano Mella,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80018050171.txt,www.comune.azzanomella.bs.it,c_a529,Azzano Mella,Angela,Pizzamiglio,25020,www.comune.azzanomella.bs.it,P.zza Dante Alighieri N. 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.azzanomella.bs.it,pec,null,null,null,null,null,null,null,null,https://www.facebook.com/comune.azzanomella,,,null,0,200,x
80018050338,Emilia Romagna,PC,Consorzio Acquedotto Val Nure,,www.consorzionure.it,cavn,Bettola,Primino,Provini,29021,www.consorzionure.it,"Piazza Colombo, 5",Amministratore Unico,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,info@pec.consorzionure.it,pec,info@consorzionure.it,altro,null,null,null,null,null,null,,,,null,0,404,
80018070922,Sardegna,CA,Comune di Capoterra,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80018070922.txt,www.comune.capoterra.ca.it,c_b675,Capoterra,Francesco,Dessi,09012,www.comune.capoterra.ca.it,Via Cagliari N 91,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.capoterra@legalmail.it,pec,protocollo@comune.capoterra.ca.it,altro,null,null,null,null,null,null,https://www.facebook.com/ComunediCapoterra,https://twitter.com/comunecapoterra,https://www.youtube.com/c/comunedicapoterra,,0,200,x
80018170920,Sardegna,CA,Comune di Selegas,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80018170920.txt,www.comune.selegas.ca.it,c_i582,Selegas,Giorgio,Casula,09040,www.comune.selegas.ca.it,"Via Daga, 4",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.selegas.ca.it,pec,info@pec.comune.selegas.ca.it,pec,null,null,null,null,null,null,,,,null,0,200,x
80018310179,Lombardia,BS,Comune di Cellatica,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80018310179.txt,www.comune.cellatica.bs.it,c_c439,Cellatica,Paolo,Cingia,25060,www.comune.cellatica.bs.it,"Piazza Martiri Della Liberta', 9",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.cellatica.bs.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
80018460636,Campania,NA,Comune di San Sebastiano al Vesuvio,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80018460636.txt,www.comunesansebastiano.it,c_i151,San Sebastiano al Vesuvio,SALVATORE,SANNINO,80040,www.comunesansebastiano.it,Piazza R. Capasso N. 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@comunesansebastianoalvesuvio.legalmailpa.it,pec,segretariogenerale@comunesansebastianoalvesuvio.legalmailpa.it,pec,a.raho@comunesansebastianoalvesuvio.legalmailpa.it,pec,null,null,null,null,,,,,0,200,x
80018460826,Sicilia,PA,Comune di Villabate,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80018460826.txt,www.comune.villabate.pa.it,c_l916,Villabate,Benedetta Grazia,Cannata,90039,www.comune.villabate.pa.it,Viale Europa N. 142,Sindaco (Commissario Straordinario),Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.villabate@pec.it,pec,protocollo@comune.villabate.pa.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80018470171,Lombardia,BS,Comune di Roncadelle,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80018470171.txt,www.comune.roncadelle.bs.it,c_h525,Roncadelle,Damiano,Spada,25030,www.comune.roncadelle.bs.it,"Via Roma, 50",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.roncadelle.bs.it,pec,null,null,null,null,null,null,null,null,https://www.facebook.com/comunedironcadelle,,,null,0,200,x
80018630170,Lombardia,BS,Comune di Poncarale,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80018630170.txt,www.comune.poncarale.brescia.it,c_g818,Poncarale,Antonio,Zampedri,25020,www.comune.poncarale.brescia.it,"Piazza Caduti, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.poncarale.brescia.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
